date,month,site,total_measured,carapace_width
2023-06-13,June,Ford Cove,4,2.673
2023-07-06,July,Ford Cove,6,3.351
2023-07-06,July,Ford Cove,6,2.775
2023-07-06,July,Ford Cove,6,2.747
2023-07-06,July,Ford Cove,6,2.507
2023-07-06,July,Ford Cove,6,2.668
2023-07-06,July,Ford Cove,6,2.618
2023-06-12,June,Gibsons Harbour,19,3.387
2023-06-12,June,Gibsons Harbour,19,3.355
2023-06-12,June,Gibsons Harbour,19,3.127
2023-06-12,June,Gibsons Harbour,19,3.054
2023-06-12,June,Gibsons Harbour,19,3.066
2023-06-12,June,Gibsons Harbour,19,2.595
2023-06-12,June,Gibsons Harbour,19,2.83
2023-06-12,June,Gibsons Harbour,19,2.977
2023-06-12,June,Gibsons Harbour,19,2.856
2023-06-12,June,Gibsons Harbour,19,2.88
2023-06-12,June,Gibsons Harbour,19,2.854
2023-06-12,June,Gibsons Harbour,19,3.114
2023-06-12,June,Gibsons Harbour,19,2.958
2023-06-12,June,Gibsons Harbour,19,3.053
2023-06-12,June,Gibsons Harbour,19,2.923
2023-06-12,June,Gibsons Harbour,19,3.08
2023-06-12,June,Gibsons Harbour,19,2.91
2023-06-12,June,Gibsons Harbour,19,2.96
2023-06-12,June,Gibsons Harbour,19,3.105
2023-06-14,June,Gibsons Harbour,15,3.25
2023-06-14,June,Gibsons Harbour,15,3.052
2023-06-14,June,Gibsons Harbour,15,3.548
2023-06-14,June,Gibsons Harbour,15,2.789
2023-06-14,June,Gibsons Harbour,15,3.203
2023-06-14,June,Gibsons Harbour,15,2.459
2023-06-14,June,Gibsons Harbour,15,3.136
2023-06-14,June,Gibsons Harbour,15,2.893
2023-06-14,June,Gibsons Harbour,15,2.919
2023-06-14,June,Gibsons Harbour,15,3.155
2023-06-14,June,Gibsons Harbour,15,3.195
2023-06-14,June,Gibsons Harbour,15,2.841
2023-06-14,June,Gibsons Harbour,15,3.049
2023-06-14,June,Gibsons Harbour,15,2.827
2023-06-14,June,Gibsons Harbour,15,3.04
2023-06-22,June,Gibsons Harbour,1,2.569
2023-06-24,June,Gibsons Harbour,2,2.657
2023-06-24,June,Gibsons Harbour,2,2.879
2023-06-26,June,Gibsons Harbour,10,2.218
2023-06-26,June,Gibsons Harbour,10,2.96
2023-06-26,June,Gibsons Harbour,10,2.461
2023-06-26,June,Gibsons Harbour,10,2.96
2023-06-26,June,Gibsons Harbour,10,2.537
2023-06-26,June,Gibsons Harbour,10,2.435
2023-06-26,June,Gibsons Harbour,10,2.713
2023-06-26,June,Gibsons Harbour,10,2.474
2023-06-26,June,Gibsons Harbour,10,2.595
2023-06-26,June,Gibsons Harbour,10,2.388
2023-06-28,June,Gibsons Harbour,3,2.972
2023-06-28,June,Gibsons Harbour,3,2.8
2023-06-28,June,Gibsons Harbour,3,3.891
2023-07-14,July,Gibsons Harbour,2,2.687
2023-07-14,July,Gibsons Harbour,2,3.061
2023-06-30,June,Gibsons Harbour,3,2.824
2023-06-30,June,Gibsons Harbour,3,3.205
2023-06-30,June,Gibsons Harbour,3,2.628
2023-07-10,July,Gibsons Harbour,17,2.641
2023-07-10,July,Gibsons Harbour,17,2.566
2023-07-10,July,Gibsons Harbour,17,2.76
2023-07-10,July,Gibsons Harbour,17,2.792
2023-07-10,July,Gibsons Harbour,17,2.685
2023-07-10,July,Gibsons Harbour,17,2.724
2023-07-10,July,Gibsons Harbour,17,2.456
2023-07-10,July,Gibsons Harbour,17,2.456
2023-07-10,July,Gibsons Harbour,17,2.722
2023-07-10,July,Gibsons Harbour,17,2.953
2023-07-10,July,Gibsons Harbour,17,2.834
2023-07-10,July,Gibsons Harbour,17,2.828
2023-07-10,July,Gibsons Harbour,17,2.533
2023-07-10,July,Gibsons Harbour,17,2.892
2023-07-10,July,Gibsons Harbour,17,2.633
2023-07-10,July,Gibsons Harbour,17,2.368
2023-07-10,July,Gibsons Harbour,17,2.776
2023-07-12,July,Gibsons Harbour,18,3.295
2023-07-12,July,Gibsons Harbour,18,2.41
2023-07-12,July,Gibsons Harbour,18,2.492
2023-07-12,July,Gibsons Harbour,18,2.416
2023-07-12,July,Gibsons Harbour,18,2.753
2023-07-12,July,Gibsons Harbour,18,2.462
2023-07-12,July,Gibsons Harbour,18,2.535
2023-07-12,July,Gibsons Harbour,18,2.343
2023-07-12,July,Gibsons Harbour,18,2.712
2023-07-12,July,Gibsons Harbour,18,2.724
2023-07-12,July,Gibsons Harbour,18,2.374
2023-07-12,July,Gibsons Harbour,18,2.439
2023-07-12,July,Gibsons Harbour,18,2.555
2023-07-12,July,Gibsons Harbour,18,2.411
2023-07-12,July,Gibsons Harbour,18,2.77
2023-07-12,July,Gibsons Harbour,18,2.65
2023-07-12,July,Gibsons Harbour,18,2.678
2023-07-12,July,Gibsons Harbour,18,2.441
2023-06-08,June,Heather Marina,1,3.418
2023-06-15,June,Heather Marina,2,3.076
2023-06-15,June,Heather Marina,2,3.44
2023-07-17,July,Heather Marina,1,3.45
2023-07-20,July,Heather Marina,1,2.563
2023-08-08,August,Heather Marina,1,2.828
2023-08-14,August,Heather Marina,1,2.611
2023-07-18,July,Heather Marina,2,3.268
2023-07-18,July,Heather Marina,2,2.86
2023-07-27,July,Heather Marina,2,2.958
2023-07-27,July,Heather Marina,2,2.959
2023-07-13,July,Heather Marina,15,2.497
2023-07-13,July,Heather Marina,15,2.572
2023-07-13,July,Heather Marina,15,2.717
2023-07-13,July,Heather Marina,15,2.642
2023-07-13,July,Heather Marina,15,2.567
2023-07-13,July,Heather Marina,15,2.809
2023-07-13,July,Heather Marina,15,2.734
2023-07-13,July,Heather Marina,15,2.417
2023-07-13,July,Heather Marina,15,2.532
2023-07-13,July,Heather Marina,15,2.873
2023-07-13,July,Heather Marina,15,2.848
2023-07-13,July,Heather Marina,15,2.477
2023-07-13,July,Heather Marina,15,2.341
2023-07-13,July,Heather Marina,15,2.817
2023-07-13,July,Heather Marina,15,2.829
2023-07-03,July,Heather Marina,18,3.493
2023-07-03,July,Heather Marina,18,3.329
2023-07-03,July,Heather Marina,18,3.278
2023-07-03,July,Heather Marina,18,3.07
2023-07-03,July,Heather Marina,18,2.522
2023-07-03,July,Heather Marina,18,3.54
2023-07-03,July,Heather Marina,18,3.19
2023-07-03,July,Heather Marina,18,2.475
2023-07-03,July,Heather Marina,18,2.393
2023-07-03,July,Heather Marina,18,2.312
2023-07-03,July,Heather Marina,18,3.091
2023-07-03,July,Heather Marina,18,2.256
2023-07-03,July,Heather Marina,18,3.399
2023-07-03,July,Heather Marina,18,2.485
2023-07-03,July,Heather Marina,18,2.47
2023-07-03,July,Heather Marina,18,2.512
2023-07-03,July,Heather Marina,18,2.431
2023-07-03,July,Heather Marina,18,2.924
2023-06-19,June,Heriot Bay,1,3.88
2023-06-23,June,Heriot Bay,4,3.445
2023-06-23,June,Heriot Bay,4,3.014
2023-06-23,June,Heriot Bay,4,2.853
2023-06-23,June,Heriot Bay,4,2.53
2023-06-26,June,Heriot Bay,6,2.589
2023-06-26,June,Heriot Bay,6,3.154
2023-06-26,June,Heriot Bay,6,3.049
2023-06-26,June,Heriot Bay,6,2.974
2023-06-26,June,Heriot Bay,6,3.16
2023-06-26,June,Heriot Bay,6,2.958
2023-06-28,June,Heriot Bay,19,2.159
2023-06-28,June,Heriot Bay,19,2.293
2023-06-28,June,Heriot Bay,19,2.552
2023-06-28,June,Heriot Bay,19,3.097
2023-06-28,June,Heriot Bay,19,2.94
2023-06-28,June,Heriot Bay,19,3.124
2023-06-28,June,Heriot Bay,19,3.556
2023-06-28,June,Heriot Bay,19,3.488
2023-06-28,June,Heriot Bay,19,2.545
2023-06-28,June,Heriot Bay,19,2.701
2023-06-28,June,Heriot Bay,19,3.124
2023-06-28,June,Heriot Bay,19,2.9
2023-06-28,June,Heriot Bay,19,3.53
2023-06-28,June,Heriot Bay,19,2.845
2023-06-28,June,Heriot Bay,19,3.142
2023-06-28,June,Heriot Bay,19,2.707
2023-06-28,June,Heriot Bay,19,3.357
2023-06-28,June,Heriot Bay,19,3.769
2023-06-28,June,Heriot Bay,19,3.054
2023-06-30,June,Heriot Bay,1,3.229
2023-07-07,July,Heriot Bay,5,3.77
2023-07-07,July,Heriot Bay,5,3.214
2023-07-07,July,Heriot Bay,5,3.276
2023-07-07,July,Heriot Bay,5,3.236
2023-07-07,July,Heriot Bay,5,3.717
2023-07-05,July,Heriot Bay,7,3.371
2023-07-05,July,Heriot Bay,7,3.283
2023-07-05,July,Heriot Bay,7,3.113
2023-07-05,July,Heriot Bay,7,3.163
2023-07-05,July,Heriot Bay,7,3.427
2023-07-05,July,Heriot Bay,7,2.856
2023-07-05,July,Heriot Bay,7,2.986
2023-08-01,August,Hope Bay,1,2.811
2023-08-05,August,Hope Bay,1,2.211
2023-07-15,July,Hope Bay,3,2.259
2023-07-15,July,Hope Bay,3,1.99
2023-07-15,July,Hope Bay,3,2.208
2023-08-03,August,Hope Bay,4,2.632
2023-08-03,August,Hope Bay,4,2.465
2023-08-03,August,Hope Bay,4,2.58
2023-08-03,August,Hope Bay,4,2.244
2023-07-06,July,Hope Bay,6,2.432
2023-07-06,July,Hope Bay,6,2.782
2023-07-06,July,Hope Bay,6,2.892
2023-07-06,July,Hope Bay,6,2.937
2023-07-06,July,Hope Bay,6,2.515
2023-07-06,July,Hope Bay,6,3.081
2023-08-15,August,Hope Bay,6,2.732
2023-08-15,August,Hope Bay,6,2.835
2023-08-15,August,Hope Bay,6,3.155
2023-08-15,August,Hope Bay,6,2.709
2023-08-15,August,Hope Bay,6,2.786
2023-08-15,August,Hope Bay,6,2.756
2023-07-18,July,Hope Bay,9,1.96
2023-07-18,July,Hope Bay,9,2.8
2023-07-18,July,Hope Bay,9,3.051
2023-07-18,July,Hope Bay,9,2.653
2023-07-18,July,Hope Bay,9,3.102
2023-07-18,July,Hope Bay,9,2.739
2023-07-18,July,Hope Bay,9,2.848
2023-07-18,July,Hope Bay,9,2.758
2023-07-18,July,Hope Bay,9,2.702
2023-08-26,August,Hope Bay,9,2.461
2023-08-26,August,Hope Bay,9,2.65
2023-08-26,August,Hope Bay,9,2.96
2023-08-26,August,Hope Bay,9,2.67
2023-08-26,August,Hope Bay,9,2.808
2023-08-26,August,Hope Bay,9,2.714
2023-08-26,August,Hope Bay,9,3.64
2023-08-26,August,Hope Bay,9,2.705
2023-08-26,August,Hope Bay,9,3.204
2023-08-29,August,Hope Bay,9,3.058
2023-08-29,August,Hope Bay,9,2.557
2023-08-29,August,Hope Bay,9,3.116
2023-08-29,August,Hope Bay,9,2.287
2023-08-29,August,Hope Bay,9,2.91
2023-08-29,August,Hope Bay,9,2.772
2023-08-29,August,Hope Bay,9,3.172
2023-08-29,August,Hope Bay,9,2.593
2023-08-29,August,Hope Bay,9,2.515
2023-07-08,July,Hope Bay,9,2.554
2023-07-08,July,Hope Bay,9,3.059
2023-07-08,July,Hope Bay,9,2.717
2023-07-08,July,Hope Bay,9,2.972
2023-07-08,July,Hope Bay,9,2.326
2023-07-08,July,Hope Bay,9,2.721
2023-07-08,July,Hope Bay,9,2.872
2023-07-08,July,Hope Bay,9,2.508
2023-07-08,July,Hope Bay,9,2.778
2023-07-29,July,Hope Bay,11,2.375
2023-07-29,July,Hope Bay,11,2.397
2023-07-29,July,Hope Bay,11,2.452
2023-07-29,July,Hope Bay,11,2.699
2023-07-29,July,Hope Bay,11,2.259
2023-07-29,July,Hope Bay,11,2.468
2023-07-29,July,Hope Bay,11,2.823
2023-07-29,July,Hope Bay,11,2.646
2023-07-29,July,Hope Bay,11,2.138
2023-07-29,July,Hope Bay,11,2.3
2023-07-29,July,Hope Bay,11,2.402
2023-08-10,August,Hope Bay,11,2.715
2023-08-10,August,Hope Bay,11,2.813
2023-08-10,August,Hope Bay,11,2.328
2023-08-10,August,Hope Bay,11,2.753
2023-08-10,August,Hope Bay,11,2.541
2023-08-10,August,Hope Bay,11,2.578
2023-08-10,August,Hope Bay,11,2.92
2023-08-10,August,Hope Bay,11,2.931
2023-08-10,August,Hope Bay,11,2.735
2023-08-10,August,Hope Bay,11,2.277
2023-08-10,August,Hope Bay,11,3.002
2023-08-22,August,Hope Bay,11,2.17
2023-08-22,August,Hope Bay,11,2.978
2023-08-22,August,Hope Bay,11,2.543
2023-08-22,August,Hope Bay,11,2.656
2023-08-22,August,Hope Bay,11,2.548
2023-08-22,August,Hope Bay,11,2.96
2023-08-22,August,Hope Bay,11,2.416
2023-08-22,August,Hope Bay,11,2.352
2023-08-22,August,Hope Bay,11,2.53
2023-08-22,August,Hope Bay,11,2.168
2023-08-22,August,Hope Bay,11,2.647
2023-08-31,August,Hope Bay,11,2.66
2023-08-31,August,Hope Bay,11,2.944
2023-08-31,August,Hope Bay,11,2.732
2023-08-31,August,Hope Bay,11,3.061
2023-08-31,August,Hope Bay,11,3.035
2023-08-31,August,Hope Bay,11,2.509
2023-08-31,August,Hope Bay,11,2.733
2023-08-31,August,Hope Bay,11,2.851
2023-08-31,August,Hope Bay,11,2.619
2023-08-31,August,Hope Bay,11,2.697
2023-08-31,August,Hope Bay,11,2.359
2023-07-13,July,Hope Bay,13,2.583
2023-07-13,July,Hope Bay,13,2.469
2023-07-13,July,Hope Bay,13,2.889
2023-07-13,July,Hope Bay,13,2.521
2023-07-13,July,Hope Bay,13,2.704
2023-07-13,July,Hope Bay,13,2.962
2023-07-13,July,Hope Bay,13,3.224
2023-07-13,July,Hope Bay,13,2.735
2023-07-13,July,Hope Bay,13,2.558
2023-07-13,July,Hope Bay,13,3.059
2023-07-13,July,Hope Bay,13,2.824
2023-07-13,July,Hope Bay,13,2.836
2023-07-13,July,Hope Bay,13,3.117
2023-08-17,August,Hope Bay,14,2.859
2023-08-17,August,Hope Bay,14,3.114
2023-08-17,August,Hope Bay,14,2.701
2023-08-17,August,Hope Bay,14,2.841
2023-08-17,August,Hope Bay,14,2.596
2023-08-17,August,Hope Bay,14,2.962
2023-08-17,August,Hope Bay,14,2.768
2023-08-17,August,Hope Bay,14,2.451
2023-08-17,August,Hope Bay,14,2.415
2023-08-17,August,Hope Bay,14,2.347
2023-08-17,August,Hope Bay,14,2.558
2023-08-17,August,Hope Bay,14,2.47
2023-08-17,August,Hope Bay,14,2.296
2023-08-17,August,Hope Bay,14,2.877
2023-07-11,July,Hope Bay,15,2.474
2023-07-11,July,Hope Bay,15,2.733
2023-07-11,July,Hope Bay,15,3.101
2023-07-11,July,Hope Bay,15,2.47
2023-07-11,July,Hope Bay,15,2.589
2023-07-11,July,Hope Bay,15,2.757
2023-07-11,July,Hope Bay,15,2.781
2023-07-11,July,Hope Bay,15,2.579
2023-07-11,July,Hope Bay,15,2.561
2023-07-11,July,Hope Bay,15,3.199
2023-07-11,July,Hope Bay,15,2.491
2023-07-11,July,Hope Bay,15,3.083
2023-07-11,July,Hope Bay,15,2.514
2023-07-11,July,Hope Bay,15,2.59
2023-07-11,July,Hope Bay,15,3.156
2023-08-08,August,Hope Bay,16,2.72
2023-08-08,August,Hope Bay,16,2.727
2023-08-08,August,Hope Bay,16,2.83
2023-08-08,August,Hope Bay,16,2.547
2023-08-08,August,Hope Bay,16,2.722
2023-08-08,August,Hope Bay,16,2.929
2023-08-08,August,Hope Bay,16,2.92
2023-08-08,August,Hope Bay,16,2.957
2023-08-08,August,Hope Bay,16,2.603
2023-08-08,August,Hope Bay,16,2.854
2023-08-08,August,Hope Bay,16,2.71
2023-08-08,August,Hope Bay,16,3.093
2023-08-08,August,Hope Bay,16,2.634
2023-08-08,August,Hope Bay,16,2.786
2023-08-08,August,Hope Bay,16,2.928
2023-08-08,August,Hope Bay,16,2.626
2023-07-20,July,Hope Bay,20,2.388
2023-07-20,July,Hope Bay,20,2.465
2023-07-20,July,Hope Bay,20,2.578
2023-07-20,July,Hope Bay,20,2.517
2023-07-20,July,Hope Bay,20,3.279
2023-07-20,July,Hope Bay,20,2.58
2023-07-20,July,Hope Bay,20,2.464
2023-07-20,July,Hope Bay,20,2.732
2023-07-20,July,Hope Bay,20,2.535
2023-07-20,July,Hope Bay,20,2.638
2023-07-20,July,Hope Bay,20,2.429
2023-07-20,July,Hope Bay,20,2.598
2023-07-20,July,Hope Bay,20,2.433
2023-07-20,July,Hope Bay,20,2.441
2023-07-20,July,Hope Bay,20,2.51
2023-07-20,July,Hope Bay,20,2.61
2023-07-20,July,Hope Bay,20,2.851
2023-07-20,July,Hope Bay,20,2.539
2023-07-20,July,Hope Bay,20,2.183
2023-07-20,July,Hope Bay,20,2.464
2023-08-19,August,Hope Bay,20,2.532
2023-08-19,August,Hope Bay,20,2.596
2023-08-19,August,Hope Bay,20,2.665
2023-08-19,August,Hope Bay,20,2.701
2023-08-19,August,Hope Bay,20,2.845
2023-08-19,August,Hope Bay,20,2.596
2023-08-19,August,Hope Bay,20,2.496
2023-08-19,August,Hope Bay,20,2.379
2023-08-19,August,Hope Bay,20,2.838
2023-08-19,August,Hope Bay,20,2.457
2023-08-19,August,Hope Bay,20,2.647
2023-08-19,August,Hope Bay,20,2.58
2023-08-19,August,Hope Bay,20,2.511
2023-08-19,August,Hope Bay,20,2.634
2023-08-19,August,Hope Bay,20,2.532
2023-08-19,August,Hope Bay,20,2.669
2023-08-19,August,Hope Bay,20,2.751
2023-08-19,August,Hope Bay,20,2.695
2023-08-19,August,Hope Bay,20,2.401
2023-08-19,August,Hope Bay,20,2.24
2023-07-27,July,Hope Bay,22,2.748
2023-07-27,July,Hope Bay,22,2.783
2023-07-27,July,Hope Bay,22,2.403
2023-07-27,July,Hope Bay,22,2.789
2023-07-27,July,Hope Bay,22,2.682
2023-07-27,July,Hope Bay,22,2.734
2023-07-27,July,Hope Bay,22,2.909
2023-07-27,July,Hope Bay,22,2.693
2023-07-27,July,Hope Bay,22,2.768
2023-07-27,July,Hope Bay,22,2.669
2023-07-27,July,Hope Bay,22,2.41
2023-07-27,July,Hope Bay,22,2.892
2023-07-27,July,Hope Bay,22,2.274
2023-07-27,July,Hope Bay,22,2.287
2023-07-27,July,Hope Bay,22,2.905
2023-07-27,July,Hope Bay,22,2.368
2023-07-27,July,Hope Bay,22,2.551
2023-07-27,July,Hope Bay,22,2.901
2023-07-27,July,Hope Bay,22,2.269
2023-07-27,July,Hope Bay,22,2.805
2023-07-27,July,Hope Bay,22,2.599
2023-07-27,July,Hope Bay,22,2.744
2023-08-24,August,Hope Bay,24,3.423
2023-08-24,August,Hope Bay,24,2.899
2023-08-24,August,Hope Bay,24,2.604
2023-08-24,August,Hope Bay,24,3.302
2023-08-24,August,Hope Bay,24,2.686
2023-08-24,August,Hope Bay,24,2.535
2023-08-24,August,Hope Bay,24,2.901
2023-08-24,August,Hope Bay,24,2.724
2023-08-24,August,Hope Bay,24,2.389
2023-08-24,August,Hope Bay,24,2.575
2023-08-24,August,Hope Bay,24,2.874
2023-08-24,August,Hope Bay,24,2.65
2023-08-24,August,Hope Bay,24,2.646
2023-08-24,August,Hope Bay,24,2.606
2023-08-24,August,Hope Bay,24,2.818
2023-08-24,August,Hope Bay,24,2.621
2023-08-24,August,Hope Bay,24,2.98
2023-08-24,August,Hope Bay,24,2.552
2023-08-24,August,Hope Bay,24,2.779
2023-08-24,August,Hope Bay,24,2.564
2023-08-24,August,Hope Bay,24,3.063
2023-08-24,August,Hope Bay,24,2.374
2023-08-24,August,Hope Bay,24,2.443
2023-08-24,August,Hope Bay,24,2.6
2023-08-12,August,Hope Bay,29,2.407
2023-08-12,August,Hope Bay,29,2.34
2023-08-12,August,Hope Bay,29,2.519
2023-08-12,August,Hope Bay,29,2.519
2023-08-12,August,Hope Bay,29,2.924
2023-08-12,August,Hope Bay,29,2.348
2023-08-12,August,Hope Bay,29,2.44
2023-08-12,August,Hope Bay,29,2.359
2023-08-12,August,Hope Bay,29,3.098
2023-08-12,August,Hope Bay,29,2.492
2023-08-12,August,Hope Bay,29,2.308
2023-08-12,August,Hope Bay,29,2.816
2023-08-12,August,Hope Bay,29,2.51
2023-08-12,August,Hope Bay,29,2.533
2023-08-12,August,Hope Bay,29,2.424
2023-08-12,August,Hope Bay,29,2.595
2023-08-12,August,Hope Bay,29,2.322
2023-08-12,August,Hope Bay,29,2.464
2023-08-12,August,Hope Bay,29,2.433
2023-08-12,August,Hope Bay,29,2.526
2023-08-12,August,Hope Bay,29,2.677
2023-08-12,August,Hope Bay,29,2.382
2023-08-12,August,Hope Bay,29,2.462
2023-08-12,August,Hope Bay,29,2.466
2023-08-12,August,Hope Bay,29,2.388
2023-08-12,August,Hope Bay,29,2.511
2023-08-12,August,Hope Bay,29,2.748
2023-08-12,August,Hope Bay,29,2.677
2023-08-12,August,Hope Bay,29,2.588
2023-07-22,July,Hope Bay,30,2.344
2023-07-22,July,Hope Bay,30,2.323
2023-07-22,July,Hope Bay,30,2.35
2023-07-22,July,Hope Bay,30,2.405
2023-07-22,July,Hope Bay,30,2.344
2023-07-22,July,Hope Bay,30,2.588
2023-07-22,July,Hope Bay,30,2.902
2023-07-22,July,Hope Bay,30,2.312
2023-07-22,July,Hope Bay,30,2.629
2023-07-22,July,Hope Bay,30,2.471
2023-07-22,July,Hope Bay,30,2.382
2023-07-22,July,Hope Bay,30,2.761
2023-07-22,July,Hope Bay,30,2.712
2023-07-22,July,Hope Bay,30,2.408
2023-07-22,July,Hope Bay,30,2.652
2023-07-22,July,Hope Bay,30,2.762
2023-07-22,July,Hope Bay,30,2.714
2023-07-22,July,Hope Bay,30,2.477
2023-07-22,July,Hope Bay,30,2.786
2023-07-22,July,Hope Bay,30,2.362
2023-07-22,July,Hope Bay,30,2.408
2023-07-22,July,Hope Bay,30,2.663
2023-07-22,July,Hope Bay,30,2.529
2023-07-22,July,Hope Bay,30,2.813
2023-07-22,July,Hope Bay,30,2.154
2023-07-22,July,Hope Bay,30,2.973
2023-07-22,July,Hope Bay,30,2.735
2023-07-22,July,Hope Bay,30,2.53
2023-07-22,July,Hope Bay,30,2.236
2023-07-22,July,Hope Bay,30,2.794
2023-06-12,June,Horseshoe Bay,4,3.163
2023-06-12,June,Horseshoe Bay,4,2.762
2023-06-12,June,Horseshoe Bay,4,2.674
2023-06-12,June,Horseshoe Bay,4,2.996
2023-06-14,June,Horseshoe Bay,30,3.16
2023-06-14,June,Horseshoe Bay,30,3.209
2023-06-14,June,Horseshoe Bay,30,3.072
2023-06-14,June,Horseshoe Bay,30,3.215
2023-06-14,June,Horseshoe Bay,30,3.009
2023-06-14,June,Horseshoe Bay,30,3.272
2023-06-14,June,Horseshoe Bay,30,3.049
2023-06-14,June,Horseshoe Bay,30,3.09
2023-06-14,June,Horseshoe Bay,30,3.01
2023-06-14,June,Horseshoe Bay,30,3.129
2023-06-14,June,Horseshoe Bay,30,3.221
2023-06-14,June,Horseshoe Bay,30,2.929
2023-06-14,June,Horseshoe Bay,30,3.035
2023-06-14,June,Horseshoe Bay,30,3.036
2023-06-14,June,Horseshoe Bay,30,3.029
2023-06-14,June,Horseshoe Bay,30,2.61
2023-06-14,June,Horseshoe Bay,30,3.021
2023-06-14,June,Horseshoe Bay,30,2.584
2023-06-14,June,Horseshoe Bay,30,2.854
2023-06-14,June,Horseshoe Bay,30,2.503
2023-06-14,June,Horseshoe Bay,30,2.5
2023-06-14,June,Horseshoe Bay,30,2.433
2023-06-14,June,Horseshoe Bay,30,2.709
2023-06-14,June,Horseshoe Bay,30,3.097
2023-06-14,June,Horseshoe Bay,30,2.749
2023-06-14,June,Horseshoe Bay,30,2.879
2023-06-14,June,Horseshoe Bay,30,2.62
2023-06-14,June,Horseshoe Bay,30,2.822
2023-06-14,June,Horseshoe Bay,30,2.802
2023-06-14,June,Horseshoe Bay,30,2.603
2023-06-16,June,Horseshoe Bay,13,2.9
2023-06-16,June,Horseshoe Bay,13,1.96
2023-06-16,June,Horseshoe Bay,13,2.49
2023-06-16,June,Horseshoe Bay,13,2.31
2023-06-16,June,Horseshoe Bay,13,2.79
2023-06-16,June,Horseshoe Bay,13,2.27
2023-06-16,June,Horseshoe Bay,13,2.5
2023-06-16,June,Horseshoe Bay,13,2.55
2023-06-16,June,Horseshoe Bay,13,2.61
2023-06-16,June,Horseshoe Bay,13,2.48
2023-06-16,June,Horseshoe Bay,13,2.4
2023-06-16,June,Horseshoe Bay,13,2.63
2023-06-16,June,Horseshoe Bay,13,2.47
2023-06-18,June,Horseshoe Bay,18,2.75
2023-06-18,June,Horseshoe Bay,18,3.28
2023-06-18,June,Horseshoe Bay,18,4.55
2023-06-18,June,Horseshoe Bay,18,3.41
2023-06-18,June,Horseshoe Bay,18,3.59
2023-06-18,June,Horseshoe Bay,18,2.39
2023-06-18,June,Horseshoe Bay,18,3.34
2023-06-18,June,Horseshoe Bay,18,2.71
2023-06-18,June,Horseshoe Bay,18,2.78
2023-06-18,June,Horseshoe Bay,18,3.54
2023-06-18,June,Horseshoe Bay,18,2.75
2023-06-18,June,Horseshoe Bay,18,2.91
2023-06-18,June,Horseshoe Bay,18,3.17
2023-06-18,June,Horseshoe Bay,18,2.96
2023-06-18,June,Horseshoe Bay,18,2.99
2023-06-18,June,Horseshoe Bay,18,3.01
2023-06-18,June,Horseshoe Bay,18,3.06
2023-06-18,June,Horseshoe Bay,18,2.22
2023-06-21,June,Horseshoe Bay,16,2.94
2023-06-21,June,Horseshoe Bay,16,2.702
2023-06-21,June,Horseshoe Bay,16,2.356
2023-06-21,June,Horseshoe Bay,16,2.754
2023-06-21,June,Horseshoe Bay,16,2.737
2023-06-21,June,Horseshoe Bay,16,3.071
2023-06-21,June,Horseshoe Bay,16,2.848
2023-06-21,June,Horseshoe Bay,16,3.887
2023-06-21,June,Horseshoe Bay,16,2.717
2023-06-21,June,Horseshoe Bay,16,2.9
2023-06-21,June,Horseshoe Bay,16,2.484
2023-06-21,June,Horseshoe Bay,16,2.622
2023-06-21,June,Horseshoe Bay,16,2.704
2023-06-21,June,Horseshoe Bay,16,2.996
2023-06-21,June,Horseshoe Bay,16,2.786
2023-06-21,June,Horseshoe Bay,16,2.904
2023-06-22,June,Horseshoe Bay,30,2.502
2023-06-22,June,Horseshoe Bay,30,2.878
2023-06-22,June,Horseshoe Bay,30,2.54
2023-06-22,June,Horseshoe Bay,30,2.492
2023-06-22,June,Horseshoe Bay,30,2.713
2023-06-22,June,Horseshoe Bay,30,2.798
2023-06-22,June,Horseshoe Bay,30,2.44
2023-06-22,June,Horseshoe Bay,30,2.797
